name,link,cost for 2,cuisines,ratings,reviews,address,lat,lon
"china inn Restaurant, Margao",https://www.zomato.com/goa/china-inn-margao,300,Biryani,2.8,6," Shop 4, Vigro Apartment, Murida Fatorda, Margao, Goa",15.4817976146,73.8087420166
"walke food station Restaurant, Bardez",https://www.zomato.com/goa/walke-food-station-bardez,200,"South Indian, North Indian, Sandwich, Beverages",-,," Shop S-12 @ 11, Ground Floor, Buildmore Business Park, Khorlim, Mapusa, Bardez, Goa",15.5106480974,73.7733167410
"marin Restaurant, Baga",https://www.zomato.com/goa/marin-baga,600,"Goan, North Indian, Fast Food, Beverages",3.5,12," Baga Beach, Baga, Goa",15.5588987654,73.7547665834
"garden cafe Restaurant, Arambol",https://www.zomato.com/goa/garden-cafe-arambol,500,"Cafe, Goan, Seafood, Beverages",-,," Terekhol Village, Pernem Taluka, Arambol, Goa",15.5088560446,73.7695991993
"punjabi roti Restaurant, Baga",https://www.zomato.com/goa/punjabi-roti-baga,450,"North Indian, Fast Food, Beverages",-,," Bassa, Opposite Villa Fatima, Baga, Goa.",15.5896257392,73.8119529560
"shravani hotel Restaurant, Mapusa",https://www.zomato.com/goa/shravani-hotel-mapusa,200,South Indian,-,," Char Rasta, Colvale, Mapusa, Goa",15.5628708582,73.7521128729
"nostradamus hotel fortune select regina Restaurant, Candolim",https://www.zomato.com/goa/nostradamus-candolim,"2,000",Finger Food,-,," Hotel Fortune Select Regina, Off Fort Aguada Road, Candolim, Goa",15.5906203000,73.8066448000
"amma telugu ruchulu family restaurant Restaurant, Candolim",https://www.zomato.com/goa/amma-telugu-ruchulu-family-restaurant-candolim,100,Beverages,-,," Bamman Vaddo, Near Sukmantra Resort l, Candolim, Goa",15.2902138527,73.9677309617
"desi tadka Restaurant, Baga",https://www.zomato.com/goa/desi-tadka-baga,500,"Fast Food, South Indian, North Indian, Chinese",-,," 614, Calangute-Baga Road, Baga, Goa",15.5563342088,73.7514892593
"brasserie Restaurant, Panaji",https://www.zomato.com/goa/the-brasserie-panaji,500,"Chinese, Continental, Goan, Thai",3.7,90," Clube Tennis De Gaspar Dias, Miramar, Panaji, Goa",15.3694092860,73.8354866579
"bhingis food Restaurant, Mapusa",https://www.zomato.com/goa/bhingis-food-mapusa,400,"North Indian, Chinese, Goan",-,," H 13/83, First Floor, Atchut Niwas, Opposite Municipal Market, Mapusa, Goa",15.4825304284,73.8098142296
"indian palate Restaurant, Panaji",https://www.zomato.com/goa/the-indian-palate-panaji,800,"Mughlai, Biryani, North Indian",3.1,8," 4/245/1, Shop 1, Geras Imperium Green Mala, Panaji, Goa",15.3860765816,73.8434715942
"cafe basil Restaurant, Panaji",https://www.zomato.com/goa/cafe-basil-panaji,500,Cafe,4.4,468," Estrocio Residency, Opposite Kamat Complex, Tonca Caranzalem, Panaji, Goa",15.5152704687,73.9614847675
"yazu pan asian beach club Restaurant, Candolim",https://www.zomato.com/goa/yazu-pan-asian-beach-club-candolim,"2,500","Asian, Japanese, Chinese, Sushi, Thai",NEW,," Marquis Beach Resort, Dando, Candolim, Goa",0.0000000000,0.0000000000
"magik muncheez Restaurant, Panaji",https://www.zomato.com/goa/magik-muncheez-panaji,500,"Fast Food, Beverages",3.7,74," Gastronut Foodcourt, Gurudutta Appartments, Opposite Don Bosco School, M.G. Road, Panaji, Goa",15.4965519399,73.8230019808
"industrial kitchen restaurant Restaurant, Margao",https://www.zomato.com/goa/industrial-kitchen-restaurant-margao,500,Seafood,3.0,7," 80, Survey 48/2, Off NH 17, Nagoa, Salcette, Near Margao, Goa",15.5052090000,73.7675490000
"goan majestic Restaurant, Ponda",https://www.zomato.com/goa/the-goan-majestic-ponda,500,"Chinese, Goan, Seafood",3.6,77," 403401, Friends Colony, Khadpabandh, Ponda, Goa",15.3599254853,73.9283997193
"rn foodland Restaurant, Ponda",https://www.zomato.com/goa/r-n-foodland-ponda,400,"North Indian, Chinese",-,," S4, Saad Samridhi, Building A1, Near Engineering College, Farmagudi, Ponda Goa",15.2462087800,74.0086576658
"cafe indiana Restaurant, Calangute",https://www.zomato.com/goa/cafe-indiana-1-calangute,250,"North Indian, Continental, Chinese, Italian",-,," Porba Vaddo, Khobra Waddo, Calangute, Goa",15.3952708570,74.0027160198
"fishtro bar restaurant Restaurant, Margao",https://www.zomato.com/goa/fishtro-bar-restaurant-margao,"1,500","Seafood, Goan, Chinese",NEW,," Opposite Corporation Bank, Quepem Road, Sao Jose De Areal, Margao, Goa",15.4900745766,73.8324453682
"hot rolls Restaurant, Bardez",https://www.zomato.com/goa/hot-rolls-bardez,250,"Seafood, Chinese, Biryani",-,," House 5/100B, SP 7, Ward 5, Umtavaddo, Bardez, Goa",15.4801662220,73.8138281554
"banyan tree bar restaurant Restaurant, Palolem",https://www.zomato.com/goa/banyan-tree-bar-restaurant-palolem,"1,000","Thai, Italian, North Indian, Chinese, Goan",2.8,5," Palolem Beach, Near Palolem Beach Resort,, Canacona, India, Palolem, Goa",15.6486584189,73.7170795351
"silent bar restaurant Restaurant, Ashwem",https://www.zomato.com/goa/silent-bar-and-restaurant-ashwem,800,Goan,-,," Ashwem Beach, Ashwem, Goa",15.4771163333,73.8143827021
"mjs Restaurant, Vasco",https://www.zomato.com/goa/mjs-vasco,"1,200","Seafood, North Indian",-,," Best Western Devasthali, Village Issorcim, Hollant Beach, Near Dabolim Airport, Bogmallo, Vasco, Goa",15.5457360000,73.7569430000
"cafe lovii Restaurant, Panaji",https://www.zomato.com/goa/cafe-lovii-panaji,500,Continental,-,," Opposite Dr. Sawaikars Yoga Clinic, Taleigao, Panaji, Goa",15.0126136521,74.0176981688
"saaranga Restaurant, Margao",https://www.zomato.com/goa/saaranga-margao,600,"Goan, Seafood",3.4,20," Rangavi Building, Near Municipality Garden, Margao, Goa",15.0111952599,74.0222056210
"casa fiesta Restaurant, Palolem",https://www.zomato.com/goa/casa-fiesta-palolem,600,"Seafood, North Indian, Chinese, Continental",2.8,6," Patnam Beach, Palolem, Goa",15.1804699413,73.9501031488
"waffles bar Restaurant, Penha de Franca",https://www.zomato.com/goa/waffles-bar-2-penha-de-franca,400,Desserts,3.1,5," Level 3, Mall De Goa, Porvorim, Penha de Franca, Goa",15.5770832682,73.7612283602
"kamaki Restaurant, Baga",https://www.zomato.com/goa/kamaki-baga,800,"North Indian, Chinese",3.0,51," Tito's Lane, Baga, Goa",15.5258122409,73.8272090256
"spice traders w goa Restaurant, Vagator",https://www.zomato.com/goa/spice-traders-w-goa-vagator,"2,000","Thai, Chinese, Japanese, Sri Lankan, Vietnamese",4.3,150," 495/2, Vagator Beach Rd, Chapora, Goa 403509",15.6015629334,73.7338879332
"rutas roadhouse Restaurant, Assagao",https://www.zomato.com/goa/rutas-roadhouse-assagao,800,"American, Continental, Asian",4.0,95," Mapusa-Anjuna Main Road, Near Happy Bar Cross Road, Assagao, Goa",15.2721594605,73.9577652141
"hot tawa Restaurant, Anjuna",https://www.zomato.com/goa/hot-tawa-anjuna,600,"North Indian, Chinese, Goan",-,," 413/2/A, Sim Vaddo, Arpora, Bardez, Anjuna, Goa",15.5617862759,73.7694580480
"coconut grove Restaurant, Betalbatim",https://www.zomato.com/goa/coconut-grove-betalbatim,800,"Continental, North Indian, Chinese, Seafood",-,," Ranwadoo, Betalbatim Beach, Betalbatim, Goa",15.2145883708,74.0705276281
"pastry palace Restaurant, Quepem",https://www.zomato.com/goa/pastry-palace-1-quepem,200,"Bakery, Fast Food",-,," Shop G-22, Raya Chambers, Opposite Petrol Pump, Quepem, Goa",15.6058396000,73.8108683000
"50/50 fast food centre juice bar Restaurant, Bardez",https://www.zomato.com/goa/50-50-fast-food-centre-juice-bar-bardez,450,"Fast Food, Chinese, North Indian, Beverages",-,," Aguada-Siolim Road, Bardez, Goa",15.2953860559,73.9105925336
"mcleods sports bar grill Restaurant, Cavelossim",https://www.zomato.com/goa/mcleods-sports-bar-and-grill-cavelossim,"1,000","American, Italian, North Indian, Goan, South Indian, Chinese",3.9,72," Panchayat Road, Saltepe Road, Cavelossim, Goa",15.5100475175,73.7664989010
"silver palm restaurant Restaurant, Candolim",https://www.zomato.com/goa/silver-palm-restaurant-candolim,300,"North Indian, Chinese",NEW,," OYO Townhouse 256, Near Industn Bank Lane, Behind Novotel Resort, Annawaddo, Candolim, Goa",15.5564705122,73.7537262216
"ninja hakkas Restaurant, Panaji",https://www.zomato.com/goa/ninja-hakkas-1-panaji,550,"Chinese, Goan",3.6,31," 163/2, Dando, Opposite Indian Oil Petrol Pump, Caranzalem, Panaji, Goa",0.0000000000,0.0000000000
"hot dog Restaurant, Penha de Franca",https://www.zomato.com/goa/hot-dog-penha-de-franca,300,Hot dogs,3.0,4," Level 3, Mall De Goa, Porvorim, Penha de Franca, Goa",15.5911358092,73.7706918642
"babas wood cafe Restaurant, Baga",https://www.zomato.com/goa/babas-wood-cafe-baga,"1,500",Italian,3.2,11," Viegas Vaddo Arpora, Behind Las Viegas Supermarket, Baga, Goa",15.5991577891,73.7720557675
"heritage bistro Restaurant, Panaji",https://www.zomato.com/goa/the-heritage-bistro-panaji,600,"Cafe, Fast Food, Goan, Beverages",2.9,37," Surya Kiran Heritage Hotel, Behind Campal Garden, Panaji, Goa",15.5900933583,73.8108596206
"goa baking company goa marriott resort spa Restaurant, Panaji",https://www.zomato.com/goa/goa-baking-company-goa-marriott-resort-spa-panaji,350,"Bakery, Desserts, Beverages",3.4,23," Goa Marriott Resort & Spa, Miramar Beach, Panaji, Goa",15.5255589759,73.8270387053
"tomatos beachside kitchen bar Restaurant, Morjim",https://www.zomato.com/goa/tomatos-beachside-kitchen-and-bar-morjim,"1,200","North Indian, Continental, Italian, European",4.7,253," Morjim Beach Road, Morjim, Goa",15.4663271405,73.8070813939
"victors Restaurant, Candolim",https://www.zomato.com/goa/victors-candolim,"1,000","European, Seafood",-,," Whispering Palms Road,Vaddi, Candolim, Goa",15.2575399664,73.9187082276
"purohit sweets Restaurant, Mapusa",https://www.zomato.com/goa/purohit-sweets-mapusa,300,Mithai,-,," Opposite Bharat Petroleum, Mapusa Municipal Council, Mapusa, Goa",15.3552259383,73.9279997349
"one hand clapping bistro Restaurant, Assagao",https://www.zomato.com/goa/one-hand-clapping-bistro-assagao,500,"Cafe, Continental",Opening,Soon," Mapusa – Anjuna - Chapora, Bouta Waddo, Assagao, Goa",15.4657228774,73.8062391803
"chia lounge Restaurant, Morjim",https://www.zomato.com/goa/chia-lounge-morjim,400,Healthy Food,-,," Chia Lounge By Devarya - Vithaldaswada, Morjim, Goa",15.6287499523,73.7273409963
"eat street Restaurant, Calangute",https://www.zomato.com/goa/eat-street-calangute,900,"North Indian, Mughlai, Goan",3.4,24," Dr. Jack Sequeira Junction, Calangute, Goa",15.3105251656,73.9181587100
"23 ppl family restaurant Restaurant, Anjuna",https://www.zomato.com/goa/23-ppl-family-restaurant-anjuna,500,"Goan, North Indian, Chinese, Continental",3.1,7," Gaunwadi, Anjuna, Goa",15.0079840888,74.0445628390
"charlie changs Restaurant, Panaji",https://www.zomato.com/goa/charlie-changs-panaji,500,"Chinese, Thai, Momos",3.9,93," Shop 1, Models Millennium Vistas, Caranzalem, North Goa, Panaji, Goa",15.1777861771,73.9483064041
"sundowner holiday inn Restaurant, Cavelossim",https://www.zomato.com/goa/sundowner-holiday-inn-cavelossim,"1,200","Continental, North Indian, Goan",-,," Holiday Inn Resort, Goa Mobor Beach, Cavelossim, Goa",15.4870790000,73.8097700000
"lobby bar kenilworth resort Restaurant, Majorda",https://www.zomato.com/goa/lobby-bar-kenilworth-resort-majorda,800,Finger Food,3.0,4," Kenilworth Resort & Spa, Utorda, Majorda, Goa",15.3177618903,73.9035443589
"creamist Restaurant, Ponda",https://www.zomato.com/goa/creamist-1-ponda,250,"Ice Cream, Desserts, Beverages",3.1,4," BG-1, Heritage Princess, Warkhandem Road, Ponda, Goa",15.6759530000,73.7070520000
"latitude vivanta goa Restaurant, Panaji",https://www.zomato.com/goa/latitude-vivanta-goa-panaji,"2,000","Cafe, Goan, Italian, North Indian",4.1,157," Vivanta Goa, D. B Bandodkar Road, Panaji, Goa",15.4961202943,73.8198208809
"verandah bogmalo beach resort Restaurant, Bogmalo",https://www.zomato.com/goa/the-verandah-bogmalo-beach-resort-bogmalo,800,Cafe,3.5,13," Bogmalo Beach Resort, Bogmalo, Goa",15.4936153751,73.8204408064
"sangria goa Restaurant, Anjuna",https://www.zomato.com/goa/sangria-goa-anjuna,800,Continental,3.3,7," Gumal Vaddo, Anjuna, Goa",15.5863255711,73.7565324828
"coconut palms Restaurant, Cavelossim",https://www.zomato.com/goa/coconut-palms-cavelossim,600,"Goan, Seafood, Chinese, North Indian",-,," Near Jessie Holiday Home, Mobor, Salcette, Cavelossim, Goa",15.5378351864,73.7569948286
"lassi n cafe Restaurant, Palolem",https://www.zomato.com/goa/lassi-n-cafe-palolem,200,"Beverages, Fast Food",-,," KTC Bus Stand, NH-17, Chaudi, Canacona, Palolem, Goa",15.4021936911,74.0040722117
"dans quickbites Restaurant, Chicalim",https://www.zomato.com/goa/dans-quickbites-chicalim,400,"Burger, Goan, Sandwich, Wraps",-,," Near Old Verna Panchayat, Chicalim, Goa",15.5438636774,73.7650816888
"rinas corner Restaurant, Benaulim",https://www.zomato.com/goa/rinas-corner-benaulim,600,"Chinese, North Indian, Continental",-,," Beach Shack, Fatrade Varca, Varca Beach, Benaulim, Goa",15.5866624045,73.7511278316
"laxmi restaurant Restaurant, Margao",https://www.zomato.com/goa/laxmi-restaurant-margao,450,"Street Food, South Indian, North Indian",3.4,45," Shop 1 & 22, House 12/66, Ground Floor, Kamleshwar Apartment, Borda, Margao, Goa",15.3694141353,73.8354833052
"lush garden Restaurant, Arambol",https://www.zomato.com/goa/lush-garden-arambol,250,"Fast Food, Desserts",NEW,," 204, Dando Road, Harmal, Arambol, Goa",15.6285058547,73.7278509513
"rice mill Restaurant, Morjim",https://www.zomato.com/goa/the-rice-mill-morjim,"1,200","Continental, Goan",4.0,35," House 384, Morjim, Goa",15.4699633455,73.9255354553
"laxmi cafe Restaurant, Old Goa",https://www.zomato.com/goa/laxmi-cafe-old-goa,150,Fast Food,-,," Nerra Dondebatt, Old Goa, Goa",15.6352297311,73.7391034886
"gregs cafe Restaurant, Calangute",https://www.zomato.com/goa/gregs-cafe-calangute,650,"North Indian, Chinese, Continental, Goan, Seafood",3.2,8," Tivai Vaddo, Calangute Beach",15.2849981841,73.9573994279
"mansher goa Restaurant, Anjuna",https://www.zomato.com/goa/mansher-goa-anjuna,600,"Seafood, Goan, North Indian, Chinese",3.7,65," Anjuna, Goa",15.2920278413,73.9084611833
"little palm Restaurant, Betalbatim",https://www.zomato.com/goa/little-palm-betalbatim,600,"Seafood, Chinese, North Indian, Goan",-,," Betalbatim Beach, Betalbatim, Goa",15.2846091140,73.9755901694
"toasted tales Restaurant, Margao",https://www.zomato.com/goa/toasted-tales-margao,700,"Cafe, Desserts",-,," Osia Complex, Margao, Goa",15.5424627627,73.7652627379
"hawaii garden Restaurant, Benaulim",https://www.zomato.com/goa/hawaii-garden-benaulim,"1,000","Goan, Chinese, North Indian, Seafood",3.5,29," Vaswado, Veddie Beach, Salcete, Benaulim, Goa",15.5861246980,73.7597266585
"egg spectation Restaurant, Calangute",https://www.zomato.com/goa/egg-spectation-calangute,350,"North Indian, Fast Food, Beverages",-,," 2/161, Naikka Vaddo, Opposite Calangute Village Panchayat Office, Calangute, Goa",15.5332562838,73.7584127113
"evergreen bar restaurant Restaurant, Panaji",https://www.zomato.com/goa/evergreen-bar-and-restaurant-panaji,450,"North Indian, Chinese",-,," Shop 5, Kuldalkar Building, Dr. Atmaram Borkar Road, Panaji, Goa",15.4969929541,73.8273897395
"sea whale Restaurant, Calangute",https://www.zomato.com/goa/sea-whale-calangute,750,"Continental, Goan, North Indian",-,," Calangute Beach, Gaura Vaddo, Calangute, Goa",15.5328230998,73.7649958581
"beachcombers Restaurant, Calangute",https://www.zomato.com/goa/beachcombers-calangute,"2,000",Finger Food,-,," Ocean Palms Resort, Gaura Vaddo, Calangute, Goa",15.4929792055,73.8218197972
"mayur punjab Restaurant, Mapusa",https://www.zomato.com/goa/mayur-punjab-mapusa,400,"Chinese, North Indian, Goan",3.5,37," Alfran House, Behind Cine Alankar, Mapusa, Goa",15.2498929437,73.9217716455
"veganbreak 24x7 Restaurant, Vasco",https://www.zomato.com/goa/veganbreak-24x7-vasco,250,"South Indian, North Indian",-,," Collection OYO 48235, The Business Hotel, Vasco Stadium, Fl Gomes Road, Opposite Tilak Maidan, New Vaddem, Vasco, Goa",15.4487730634,73.9710522071
"ambrosia restaurant  Restaurant, Panaji",https://www.zomato.com/goa/ambrosia-restaurant-panaji,"1,200","North Indian, Goan",NEW,," Hotel Orion Premiere, St.Inez, Althino Road, Panaji, Goa",15.3998830000,73.8153190000
"fish tail Restaurant, Vagator",https://www.zomato.com/goa/fish-tail-vagator,600,"Continental, Chinese, Goan, Seafood, North Indian",4.2,155," Vagator Beach, Ozran, Vagator, Goa",15.5913544391,73.8140960410
"trupthi delight Restaurant, Panaji",https://www.zomato.com/goa/trupthi-delight-panaji,400,"North Indian, Chinese, Seafood",2.9,8," Shop G6, Satt Adhar Chamber, Patto, Panaji, Goa",15.5970248469,73.7339744344
"dommat Restaurant, Calangute",https://www.zomato.com/goa/dommat-calangute,700,"North Indian, Chinese, Goan, Seafood, Continental",3.1,6," Maddo Vaddo, Calangute Beach, Calangute, Goa",15.0439483246,73.9870941639
"carnival bar restaurant Restaurant, Panaji",https://www.zomato.com/goa/carnival-bar-restaurant-panaji,"1,100","Goan, North Indian",3.2,8," 13/142, T/O/ 2304 Opposite Kala Academy, Tiswadi Panaji, Goa",15.5405017244,73.7563427165
"saiba bar restaurant Restaurant, Mapusa",https://www.zomato.com/goa/saiba-bar-and-restaurant-mapusa,700,"Goan, North Indian, Malwani",2.8,7," Mapusa - Duler - Camurlim Road, Cuchelim, Mapusa, Goa",15.6113178810,73.8132283464
"no 1 rama Restaurant, Palolem",https://www.zomato.com/goa/no-1-rama-palolem,800,"North Indian, Goan, Seafood",-,," Agonda Beach, Palolem, Goa",15.5342999918,73.7588411942
"kebabs kurries novotel goa dona sylvia resort hotel Restaurant, Cavelossim",https://www.zomato.com/goa/kebabs-kurries-novotel-goa-dona-sylvia-resort-hotel-cavelossim,"2,500","North Indian, Goan",3.4,9," Novotel Goa Dona Sylvia Resort Hotel, Cavelossim, Mobor, Salcette, Goa",15.1741164125,73.9451266453
"cafe morango Restaurant, Panaji",https://www.zomato.com/goa/cafe-morango-panaji,300,Cafe,3.1,19," Rua 31 De Janeiro, Altinho, Panjim, Panaji, Goa",15.4989007739,73.8286671415
"tuscany gardens Restaurant, Candolim",https://www.zomato.com/goa/tuscany-gardens-candolim,900,"Italian, Desserts",4.3,458," Near Kingfisher Villa, Candolim, Goa",15.5368596545,73.7641268224
"kokm juicery Restaurant, Panaji",https://www.zomato.com/goa/kokm-juicery-panaji,100,Beverages,-,," F2, Shri Chinmoy Apartments Lane 1, St Mary'S Colony, Miramar, Panaji, Goa",15.4981470176,73.8350115716
"goan town Restaurant, Calangute",https://www.zomato.com/goa/goan-town-calangute,800,"North Indian, Chinese, Goan, Biryani, Seafood, Street Food",-,," Tiwai Waddo, Calangute Beardez, Calangute, Goa",15.4952224298,73.8198959827
"golden eye restaurant Restaurant, Calangute",https://www.zomato.com/goa/golden-eye-restaurant-calangute,800,"Goan, Seafood",-,," 266, Holiday Street, Gauravaddo, Calangute, Goa",15.5029434845,73.7713262066
"punjabi roadhouse Restaurant, Anjuna",https://www.zomato.com/goa/punjabi-roadhouse-anjuna,500,"North Indian, Fast Food, Continental",3.3,40," 409/1/A, Simvaddo Arpora, Bardez, Calangute",15.5521261995,73.7596083060
"taris seafood restaurant Restaurant, Old Goa",https://www.zomato.com/goa/taris-seafood-restaurant-old-goa,600,Seafood,-,," Kumkaliem, Goa",15.4726869837,73.8116086274
"sanyog Restaurant, Panaji",https://www.zomato.com/goa/sanyog-panaji,700,"North Indian, Chinese",3.8,74," Nizari Bhawan, Dr. Pissurlekar Road, Panaji, Goa",15.4982342506,73.8314633444
"hot rolls Restaurant, Bardez",https://www.zomato.com/goa/hot-rolls-bardez,250,"Seafood, Chinese, Biryani",-,," House 5/100B, SP 7, Ward 5, Umtavaddo, Bardez, Goa",15.5457360000,73.7569430000
"sea feast Restaurant, Calangute",https://www.zomato.com/goa/sea-feast-calangute,500,"Chinese, North Indian",-,," Baga Road, Khobravaddo, Calangute, Goa",0.0000000000,0.0000000000
"aarohi cafe Restaurant, Panaji",https://www.zomato.com/goa/aarohi-cafe-panaji,450,"Goan, North Indian, Chinese",-,," Olampia Building, Caranzalem, Panaji, Goa",15.5753747094,73.7504520556
"dishoom dishoom rio boutique hotel Restaurant, Bardez",https://www.zomato.com/goa/dishoom-dishoom-rio-boutique-hotel-bardez,"1,500","Italian, Chinese",-,," Naik Wada, Ambekhand, Reis Magos, Bardez, Goa",15.5763501444,73.7622610107
"gregorys bar n restaurant Restaurant, Anjuna",https://www.zomato.com/goa/gregorys-bar-n-restaurant-anjuna,400,"BBQ, Continental, Goan",NEW,," Grande Peddem, Anjuna, Goa",15.2626909807,73.9624302462
"baskin robbins Restaurant, Panaji",https://www.zomato.com/goa/baskin-robbins-1-panaji,250,"Ice Cream, Desserts",3.8,37," 7, Gurudutta Complex, MG Road, Panaji, Goa",15.4992539045,73.8263228908
"cafe london Restaurant, Margao",https://www.zomato.com/goa/cafe-london-margao,400,"Cafe, Fast Food, Beverages",NEW,," Shop 2, Mevilton Heights, Colmorod, Navelim, Salcete, Margao, Goa",15.5566155364,73.7549201399
"divine restaurant Restaurant, Margao",https://www.zomato.com/goa/divine-restaurant-margao,400,"North Indian, Chinese, Mughlai",2.9,26," G-16, Arlem Junction, Mehboob Towers, Fatorda, Margao, Goa",15.5588987654,73.7547665834
"captain js Restaurant, Colva",https://www.zomato.com/goa/captain-js-colva,400,"Continental, Fast Food, Burger, Seafood",3.4,22," Shop 3 & 4, Akar Excelsior Vanelim, Colva Salcete, Colva, Goa",15.3177547762,73.9035537466
"bombay spice Restaurant, Margao",https://www.zomato.com/goa/bombay-spice-margao,400,"North Indian, Fast Food, Street Food",4.0,205," Antonio Dias Building, Opposite Union Bank of India, Margao, Goa",15.5991577891,73.7720557675
"roma italian restaurant Restaurant, Ashwem",https://www.zomato.com/goa/roma-italian-restaurant-ashwem,"1,000",Italian,3.6,23," Opposite Ashwem Beach, Ashwem, Goa",15.2717357588,73.9625422284
"bootstart Restaurant, Mandrem",https://www.zomato.com/goa/bootstart-mandrem,600,Goan,2.9,6," 288, Greenland View, Dandos Vaddo, Mandrem, Pernem, Near Mandrem, Goa",15.6666816233,73.7339046970
"punjabi roti Restaurant, Baga",https://www.zomato.com/goa/punjabi-roti-baga,450,"North Indian, Fast Food, Beverages",-,," Bassa, Opposite Villa Fatima, Baga, Goa.",15.2702828762,73.9283256233
"sunken bar kenilworth resort Restaurant, Majorda",https://www.zomato.com/goa/sunken-bar-kenilworth-resort-majorda,"1,000",Finger Food,-,," Kenilworth Resort, Utorda, Majorda, Goa",15.6347586634,73.7219021469
"namaste bistro Restaurant, Margao",https://www.zomato.com/goa/namaste-bistro-margao,700,"North Indian, Chinese, European",3.1,5," 7th Floor, Big G, Indore Baptista Road, Pajifond, Margao, Goa",15.2974816787,73.9708138257
"tibbs frankie Restaurant, Baga",https://www.zomato.com/goa/tibbs-frankie-baga,350,Rolls,-,," Tito'South Lane, Baga, Goa",0.0000000000,0.0000000000
"royal master chef Restaurant, Margao",https://www.zomato.com/goa/royal-master-chef-margao,650,"Chinese, North Indian, Goan",-,," Shop 1, 2 & 3, Anant Enclave, Malbhat, Margao, Goa",15.2701593225,73.9656499028
"olive ridley cafe Restaurant, Morjim",https://www.zomato.com/goa/olive-ridley-cafe-morjim,800,"Goan, Seafood, Continental",NEW,," Morjim Beach Road, Morjim, Goa",15.2569334808,73.9194853976
"o coqueiro Restaurant, Porvorim",https://www.zomato.com/goa/o-coqueiro-porvorim,"1,000","Goan, Seafood, North Indian, Chinese",4.1,358," 658/659, Porvorim, Goa",15.4974365520,73.8230894879
"life beach lounge Restaurant, Morjim",https://www.zomato.com/goa/life-beach-lounge-morjim,800,"Asian, North Indian, Italian",-,," House 763/A, Gawde Wada Road, Morjim, Goa",15.2720517562,73.9578621089
"blue planet cafe Restaurant, Palolem",https://www.zomato.com/goa/blue-planet-cafe-palolem,"1,200","Healthy Food, Cafe",3.5,13," Agonda, Canacona,  Near Palolem, Goa",15.6501745110,73.7166537344
"one hand clapping bistro Restaurant, Assagao",https://www.zomato.com/goa/one-hand-clapping-bistro-assagao,500,"Cafe, Continental",Opening,Soon," Mapusa – Anjuna - Chapora, Bouta Waddo, Assagao, Goa",15.6282910000,73.7279290000
"hawaii beach bar restaurant Restaurant, Benaulim",https://www.zomato.com/goa/hawaii-beach-bar-and-restaurant-benaulim,800,"Seafood, Italian, North Indian",-,," Vaddo Beach, Benaulim, Goa",15.5319169962,73.8248540461
"orion premiere Restaurant, Panaji",https://www.zomato.com/goa/orion-premiere-panaji,"1,000","North Indian, Goan, Biryani, South Indian",NEW,," H 9/190/A, Next To Yashoda Buidling, St Inez, Panaji, Goa",15.5954261000,73.7764580000
"jazz bistro Restaurant, Baga",https://www.zomato.com/goa/jazz-bistro-baga,"1,000","Chinese, Continental, North Indian, Mughlai, Goan",3.5,55," Khobravaddo, Calangute - Baga Road, Baga, Goa",15.2571886902,73.9197103679
"pedros bar restaurant Restaurant, Benaulim",https://www.zomato.com/goa/pedros-bar-and-restaurant-benaulim,800,"Goan, Chinese, Continental",3.5,38," Benaulim Beach, Benaulim, Goa",15.3735052751,73.8877401128
"imperial Restaurant, Vasco",https://www.zomato.com/goa/imperial-vasco,400,North Indian,3.1,4," House 115/1/D, Upasnagar Sancoale, Mormugao, Vasco, Goa",15.5551520472,73.7566511706
"olive room Restaurant, Palolem",https://www.zomato.com/goa/the-olive-room-palolem,800,"Continental, North Indian, Goan, Seafood, Chinese, Italian",3.8,104," 264 Main Street, Palolem Beach, Canacona, Palolem, Goa",15.0416814923,74.0029949695
"chefs kitchen Restaurant, Assagao",https://www.zomato.com/goa/the-chefs-kitchen-assagao,"1,500","European, French, British, Middle Eastern",-,," 510, Boutavaddo, Village Assagao, Bardez, Assagao, Goa",15.6264781551,73.7636145204
"banyan tree bar restaurant Restaurant, Palolem",https://www.zomato.com/goa/banyan-tree-bar-restaurant-palolem,"1,000","Thai, Italian, North Indian, Chinese, Goan",2.8,5," Palolem Beach, Near Palolem Beach Resort,, Canacona, India, Palolem, Goa",15.0123335366,74.0218163654
"monginis Restaurant, Siolim",https://www.zomato.com/goa/monginis-siolim,300,Bakery,-,," Porta Waddo, Siolim, Goa",15.5853053793,73.7585525215
"red carpet Restaurant, Anjuna",https://www.zomato.com/goa/red-carpet-anjuna,600,Seafood,-,," Anjuna Road, Anjuna, Goa",15.0126136521,74.0176981688
"shri krishna hotel Restaurant, Vasco",https://www.zomato.com/goa/shri-krishna-hotel-vasco,300,"South Indian, Maharashtrian",3.3,4," House 148, Ward 4, Mormugaon, Vasco, Goa",15.5195050747,73.8288260624
"hyderabadi delights Restaurant, Panaji",https://www.zomato.com/goa/hyderabadi-delights-1-panaji,500,Hyderabadi,3.0,5," A1, Third Floor, Martins Enclave, Opposite PMC Bank, Caranzalem, Panaji Goa",15.1766902052,73.9479191601
"ruffles Restaurant, Candolim",https://www.zomato.com/goa/ruffles-candolim,800,"Fast Food, North Indian, Goan, Desserts",3.4,21," Ruffles Hotel, Fort Aguada Road, Opposite State Bank of India, Candolim, Goa",15.3992464157,73.8109280169
